uniprot,protein_length,source_database,organism,in_alphafold,pfam_accession,name,source_database,type,integrated,member_databases,go_terms,start,end,dc-status,representative,representative,model,score
Q15569,626,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,59,311,CONTINUOUS,False,False,PF07714,6.2e-43
P37173,567,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,244,537,CONTINUOUS,False,False,PF07714,1.3e-31
P37173,567,reviewed,9606,True,PF08917,Transforming growth factor beta receptor 2 ectodomain,pfam,domain,IPR015013,,,49,157,CONTINUOUS,True,True,PF08917,1.3e-41
P35590,1138,reviewed,9606,True,PF00041,Fibronectin type III domain,pfam,domain,IPR003961,,,458,535,CONTINUOUS,False,False,PF00041,9.6e-06
P35590,1138,reviewed,9606,True,PF00047,Immunoglobulin domain,pfam,domain,IPR013151,,,133,206,CONTINUOUS,False,False,PF00047,1.1e-06
P35590,1138,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,839,1106,CONTINUOUS,False,False,PF07714,2.2e-86
Q8WZ42,34350,reviewed,9606,False,PF00041,Fibronectin type III domain,pfam,domain,IPR003961,,,14019,14102,CONTINUOUS,False,False,PF00041,7.5e-05
Q8WZ42,34350,reviewed,9606,False,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,32178,32432,CONTINUOUS,False,False,PF00069,5.7e-54
Q8WZ42,34350,reviewed,9606,False,PF02818,PPAK motif,pfam,conserved_site,IPR004168,,,10503,10529,CONTINUOUS,False,False,PF02818,0.14
Q8WZ42,34350,reviewed,9606,False,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,6,97,CONTINUOUS,False,False,PF07679,7e-17
Q8WZ42,34350,reviewed,9606,False,PF09042,Titin Z,pfam,domain,IPR015129,,,418,453,CONTINUOUS,True,True,PF09042,0.0061
Q8WZ42,34350,reviewed,9606,False,PF18362,Tri-helix bundle domain,pfam,domain,IPR040849,,,9505,9535,CONTINUOUS,True,True,PF18362,2.4e-05
Q9UKI8,766,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,458,734,CONTINUOUS,False,False,PF00069,1.8e-57
Q86UE8,772,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,464,741,CONTINUOUS,False,False,PF00069,1.8e-58
Q13470,666,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,119,374,CONTINUOUS,False,False,PF07714,6.9e-70
Q13470,666,reviewed,9606,True,PF22931,SAM domain-like,pfam,domain,,,,10,65,CONTINUOUS,False,False,PF22931,3.5e-17
O75962,3097,reviewed,9606,False,PF00018,SH3 domain,pfam,domain,IPR001452,,,1662,1713,CONTINUOUS,False,False,PF00018,0.00074
O75962,3097,reviewed,9606,False,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,2796,3050,CONTINUOUS,False,False,PF00069,6.7e-56
O75962,3097,reviewed,9606,False,PF00435,Spectrin repeat,pfam,domain,IPR002017,,,341,444,CONTINUOUS,False,False,PF00435,2.6e-06
O75962,3097,reviewed,9606,False,PF00621,RhoGEF domain,pfam,domain,IPR000219,,,1296,1464,CONTINUOUS,False,False,PF00621,2.1e-32
O75962,3097,reviewed,9606,False,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,2685,2776,CONTINUOUS,True,True,PF07679,1.4e-16
O75962,3097,reviewed,9606,False,PF13716,Divergent CRAL/TRIO domain,pfam,domain,IPR001251,,,84,211,CONTINUOUS,False,False,PF13716,0.00017
O75962,3097,reviewed,9606,False,PF16609,SH3-RhoGEF linking unstructured region,pfam,disordered,,,,1715,1972,CONTINUOUS,False,False,PF16609,0.0
O75962,3097,reviewed,9606,False,PF22697,SOS1/NGEF-like PH domain,pfam,domain,,,,1480,1589,CONTINUOUS,False,False,PF22697,5.9e-27
P04629,796,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,512,781,CONTINUOUS,False,False,PF07714,1.3e-90
P04629,796,reviewed,9606,True,PF13855,Leucine rich repeat,pfam,repeat,IPR001611,,,92,150,CONTINUOUS,True,True,PF13855,7e-08
P04629,796,reviewed,9606,True,PF16920,Leucine rich repeat C-terminal motif,pfam,conserved_site,IPR031635,,,151,192,CONTINUOUS,False,False,PF16920,9e-11
P04629,796,reviewed,9606,True,PF18613,Tyrosine kinase receptor A trans-membrane domain,pfam,domain,IPR040665,,,417,438,CONTINUOUS,True,True,PF18613,0.00018
Q16620,822,reviewed,9606,True,PF01462,Leucine rich repeat N-terminal domain,pfam,family,IPR000372,,,31,60,CONTINUOUS,False,False,PF01462,0.0021
Q16620,822,reviewed,9606,True,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,204,283,CONTINUOUS,False,False,PF07679,3.2e-09
Q16620,822,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,539,806,CONTINUOUS,False,False,PF07714,1e-94
Q16620,822,reviewed,9606,True,PF13855,Leucine rich repeat,pfam,repeat,IPR001611,,,92,149,CONTINUOUS,True,True,PF13855,9.2e-07
Q16620,822,reviewed,9606,True,PF16920,Leucine rich repeat C-terminal motif,pfam,conserved_site,IPR031635,,,151,195,CONTINUOUS,False,False,PF16920,4.6e-12
Q16288,839,reviewed,9606,True,PF00047,Immunoglobulin domain,pfam,domain,IPR013151,,,218,296,CONTINUOUS,False,False,PF00047,3.9e-13
Q16288,839,reviewed,9606,True,PF01462,Leucine rich repeat N-terminal domain,pfam,family,IPR000372,,,31,56,CONTINUOUS,False,False,PF01462,0.011
Q16288,839,reviewed,9606,True,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,323,391,CONTINUOUS,False,False,PF07679,0.00029
Q16288,839,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,539,823,CONTINUOUS,False,False,PF07714,4e-88
Q16288,839,reviewed,9606,True,PF13855,Leucine rich repeat,pfam,repeat,IPR001611,,,104,160,CONTINUOUS,True,True,PF13855,4.2e-10
Q16288,839,reviewed,9606,True,PF16920,Leucine rich repeat C-terminal motif,pfam,conserved_site,IPR031635,,,163,208,CONTINUOUS,False,False,PF16920,7.6e-16
Q9Y4A5,3859,reviewed,9606,False,PF00454,Phosphatidylinositol 3- and 4-kinase,pfam,family,IPR000403,,,3538,3782,CONTINUOUS,False,False,PF00454,1e-15
Q9Y4A5,3859,reviewed,9606,False,PF02259,FAT domain,pfam,repeat,IPR003151,,,2851,3204,CONTINUOUS,False,False,PF02259,2.4e-71
Q9Y4A5,3859,reviewed,9606,False,PF20175,Tra1 HEAT repeat central region,pfam,repeat,IPR046807,,,276,881,CONTINUOUS,True,True,PF20175,0.0
Q9Y4A5,3859,reviewed,9606,False,PF20206,Tra1 HEAT repeat ring region,pfam,repeat,IPR046805,,,893,2682,CONTINUOUS,True,True,PF20206,0.0
P33981,857,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,525,791,CONTINUOUS,False,False,PF00069,3.5e-66
P42681,527,reviewed,9606,True,PF00017,SH2 domain,pfam,domain,IPR000980,,,150,231,CONTINUOUS,False,False,PF00017,1.5e-20
P42681,527,reviewed,9606,True,PF00018,SH3 domain,pfam,domain,IPR001452,,,88,134,CONTINUOUS,False,False,PF00018,3.4e-09
P42681,527,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,272,518,CONTINUOUS,False,False,PF07714,1.3e-93
P29597,1187,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,590,866,CONTINUOUS,False,False,PF07714,1.8e-48
P29597,1187,reviewed,9606,True,PF17887,Jak1 pleckstrin homology-like domain,pfam,domain,IPR041381,,,285,432,CONTINUOUS,False,False,PF17887,1.4e-52
P29597,1187,reviewed,9606,True,PF18377,FERM F2 acyl-CoA binding protein-like domain,pfam,domain,IPR041046,,,142,266,CONTINUOUS,False,False,PF18377,2.8e-42
P29597,1187,reviewed,9606,True,PF18379,FERM F1 ubiquitin-like domain,pfam,domain,IPR041155,,,28,124,CONTINUOUS,False,False,PF18379,3.2e-30
P29597,1187,reviewed,9606,True,PF21990,SH2 domain,pfam,domain,IPR000980,,,450,553,CONTINUOUS,True,True,PF21990,6.9e-30
Q06418,890,reviewed,9606,True,PF00041,Fibronectin type III domain,pfam,domain,IPR003961,,,227,312,CONTINUOUS,False,False,PF00041,0.0018
Q06418,890,reviewed,9606,True,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,48,124,CONTINUOUS,False,False,PF07679,4e-09
Q06418,890,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,519,786,CONTINUOUS,False,False,PF07714,1.5e-86
O75385,1050,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,17,278,CONTINUOUS,False,False,PF00069,1e-66
O75385,1050,reviewed,9606,True,PF12063,"Atg1-like, MIT domain 1",pfam,domain,IPR022708,,,875,960,CONTINUOUS,True,True,PF12063,0.0038
O75385,1050,reviewed,9606,True,PF21127,"ATG1-like, MIT domain 2",pfam,domain,IPR048941,,,972,1044,CONTINUOUS,True,True,PF21127,1.4e-08
Q8IYT8,1036,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,9,271,CONTINUOUS,False,False,PF00069,1.6e-66
Q8IYT8,1036,reviewed,9606,True,PF12063,"Atg1-like, MIT domain 1",pfam,domain,IPR022708,,,863,945,CONTINUOUS,True,True,PF12063,1.8e-06
Q8IYT8,1036,reviewed,9606,True,PF21127,"ATG1-like, MIT domain 2",pfam,domain,IPR048941,,,956,1029,CONTINUOUS,True,True,PF21127,1.6e-06
Q99986,396,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,42,274,CONTINUOUS,False,False,PF00069,2.9e-11
Q86Y07,508,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,31,264,CONTINUOUS,False,False,PF00069,1.9e-14
P30291,646,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,299,568,CONTINUOUS,False,False,PF00069,6.8e-51
P07947,543,reviewed,9606,True,PF00017,SH2 domain,pfam,domain,IPR000980,,,158,240,CONTINUOUS,False,False,PF00017,1.1e-24
P07947,543,reviewed,9606,True,PF00018,SH3 domain,pfam,domain,IPR001452,,,97,144,CONTINUOUS,False,False,PF00018,2.9e-15
P07947,543,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,278,526,CONTINUOUS,False,False,PF07714,6e-91
O00506,426,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,21,270,CONTINUOUS,False,False,PF00069,3.9e-68
O00506,426,reviewed,9606,True,PF20929,"Programmed cell death protein 10, dimerisation domain",pfam,domain,IPR048288,,,357,411,CONTINUOUS,True,True,PF20929,0.0097
P43403,619,reviewed,9606,True,PF00017,SH2 domain,pfam,domain,IPR000980,,,10,87,CONTINUOUS,False,False,PF00017,6.1e-15
P43403,619,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,342,592,CONTINUOUS,False,False,PF07714,1.5e-90
O43283,966,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,172,405,CONTINUOUS,False,False,PF07714,2.2e-61
Q08345,913,reviewed,9606,True,PF00754,F5/8 type C domain,pfam,domain,IPR000421,,,47,182,CONTINUOUS,False,False,PF00754,3.2e-17
Q08345,913,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,610,905,CONTINUOUS,False,False,PF07714,2.4e-81
Q08345,913,reviewed,9606,True,PF21114,"Discoidin domain-containing receptor 1/2, DS-like domain",pfam,domain,IPR048525,,,190,366,CONTINUOUS,True,True,PF21114,6.1e-64
Q86TW2,530,reviewed,9606,True,PF03109,ABC1 atypical kinase-like domain,pfam,domain,IPR004147,,,125,371,CONTINUOUS,False,False,PF03109,1.2e-89
P35968,1356,reviewed,9606,True,PF00047,Immunoglobulin domain,pfam,domain,IPR013151,,,234,310,CONTINUOUS,False,False,PF00047,0.00013
P35968,1356,reviewed,9606,True,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,340,410,CONTINUOUS,False,False,PF07679,1.9e-08
P35968,1356,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,834,1160,CONTINUOUS,False,False,PF07714,3.4e-89
P35968,1356,reviewed,9606,True,PF13895,Immunoglobulin domain,pfam,domain,,,,551,661,CONTINUOUS,True,True,PF13895,0.0086
P35968,1356,reviewed,9606,True,PF17988,VEGFR-2 Transmembrane domain,pfam,domain,IPR041348,,,759,793,CONTINUOUS,True,True,PF17988,2.5e-14
P35968,1356,reviewed,9606,True,PF21339,"Vascular endothelial growth factor receptor 1-like, Ig-like domain",pfam,domain,,,,133,217,CONTINUOUS,True,True,PF21339,5.9e-28
P35968,1356,reviewed,9606,True,PF22854,"VEGFR1-3, N-terminal Ig-like domain",pfam,domain,,,,21,130,CONTINUOUS,True,True,PF22854,1.4e-53
P35968,1356,reviewed,9606,True,PF22971,"VEGFR-1-like, immunoglobulin-like domain",pfam,domain,,,,432,548,CONTINUOUS,False,False,PF22971,1.9e-13
Q8NER5,493,reviewed,9606,True,PF01064,Activin types I and II receptor domain,pfam,domain,IPR000472,,,26,95,CONTINUOUS,True,True,PF01064,2.4e-09
Q8NER5,493,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,196,480,CONTINUOUS,False,False,PF07714,1.6e-28
Q8NER5,493,reviewed,9606,True,PF08515,Transforming growth factor beta type I GS-motif,pfam,family,IPR003605,,,166,193,CONTINUOUS,False,False,PF08515,5.2e-10
Q96GD4,344,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,77,327,CONTINUOUS,True,True,PF00069,7.2e-69
O14965,403,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,133,383,CONTINUOUS,False,False,PF00069,2.4e-68
Q13164,816,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,55,347,CONTINUOUS,False,False,PF00069,8.5e-61
O43683,1085,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,790,1004,CONTINUOUS,False,False,PF00069,1.4e-12
O43683,1085,reviewed,9606,True,PF08311,Mad3/BUB1 homology region 1,pfam,repeat,IPR013212,,,8,126,CONTINUOUS,False,False,PF08311,1.3e-33
Q16832,855,reviewed,9606,True,PF00754,F5/8 type C domain,pfam,domain,IPR000421,,,46,182,CONTINUOUS,False,False,PF00754,1.3e-18
Q16832,855,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,563,846,CONTINUOUS,False,False,PF07714,2.3e-82
Q16832,855,reviewed,9606,True,PF21114,"Discoidin domain-containing receptor 1/2, DS-like domain",pfam,domain,IPR048525,,,190,366,CONTINUOUS,True,True,PF21114,3.8e-72
Q13308,1070,reviewed,9606,True,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,347,408,CONTINUOUS,False,False,PF07679,1.6e-05
Q13308,1070,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,799,1061,CONTINUOUS,False,False,PF07714,5.4e-81
Q13308,1070,reviewed,9606,True,PF13927,Immunoglobulin domain,pfam,domain,,,,35,104,CONTINUOUS,False,False,PF13927,0.00018
P53667,647,reviewed,9606,True,PF00412,LIM domain,pfam,domain,IPR001781,,,25,79,CONTINUOUS,False,False,PF00412,8e-13
P53667,647,reviewed,9606,True,PF00595,PDZ domain,pfam,domain,IPR001478,,,166,254,CONTINUOUS,False,False,PF00595,6.8e-11
P53667,647,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,342,602,CONTINUOUS,False,False,PF07714,1.3e-51
Q6ZMQ8,1374,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,128,392,CONTINUOUS,False,False,PF07714,7.7e-58
Q8IWU2,1503,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,138,406,CONTINUOUS,False,False,PF07714,8.5e-52
Q96Q04,1460,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,135,407,CONTINUOUS,False,False,PF07714,2.9e-58
Q15375,998,reviewed,9606,True,PF00041,Fibronectin type III domain,pfam,domain,IPR003961,,,333,430,CONTINUOUS,False,False,PF00041,3.3e-08
Q15375,998,reviewed,9606,True,PF00536,SAM domain (Sterile alpha motif),pfam,domain,IPR001660,,,922,985,CONTINUOUS,False,False,PF00536,4.4e-19
Q15375,998,reviewed,9606,True,PF01404,Ephrin receptor ligand binding domain,pfam,domain,IPR001090,,,34,205,CONTINUOUS,False,False,PF01404,2.6e-69
Q15375,998,reviewed,9606,True,PF07699,Tyrosine-protein kinase ephrin type A/B receptor-like,pfam,domain,IPR011641,,,271,308,CONTINUOUS,False,False,PF07699,0.024
Q15375,998,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,633,888,CONTINUOUS,False,False,PF07714,3.9e-96
Q15375,998,reviewed,9606,True,PF14575,Ephrin type-A receptor 2 transmembrane domain,pfam,domain,IPR027936,,,560,630,CONTINUOUS,True,True,PF14575,3.6e-21
P51813,675,reviewed,9606,True,PF00017,SH2 domain,pfam,domain,IPR000980,,,296,377,CONTINUOUS,False,False,PF00017,2.2e-17
P51813,675,reviewed,9606,True,PF00169,PH domain,pfam,domain,IPR001849,,,7,111,CONTINUOUS,False,False,PF00169,4.6e-16
P51813,675,reviewed,9606,True,PF00779,BTK motif,pfam,conserved_site,IPR001562,,,119,147,CONTINUOUS,False,False,PF00779,1.8e-08
P51813,675,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,417,665,CONTINUOUS,False,False,PF07714,3.1e-94
P42679,507,reviewed,9606,True,PF00017,SH2 domain,pfam,domain,IPR000980,,,122,196,CONTINUOUS,False,False,PF00017,6.3e-18
P42679,507,reviewed,9606,True,PF00018,SH3 domain,pfam,domain,IPR001452,,,64,99,CONTINUOUS,False,False,PF00018,0.0033
P42679,507,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,236,478,CONTINUOUS,False,False,PF07714,1.6e-84
P42685,505,reviewed,9606,True,PF00017,SH2 domain,pfam,domain,IPR000980,,,116,193,CONTINUOUS,False,False,PF00017,5.2e-22
P42685,505,reviewed,9606,True,PF00018,SH3 domain,pfam,domain,IPR001452,,,48,88,CONTINUOUS,False,False,PF00018,4.6e-09
P42685,505,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,234,486,CONTINUOUS,False,False,PF07714,3.2e-95
Q9HC98,313,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,45,296,CONTINUOUS,False,False,PF00069,1.6e-63
Q8TDX7,302,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,35,287,CONTINUOUS,False,False,PF00069,5.2e-62
Q2M2I8,961,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,48,307,CONTINUOUS,False,False,PF00069,4.5e-40
Q96QT4,1865,reviewed,9606,True,PF00520,Ion transport protein,pfam,family,IPR005821,,,860,1102,CONTINUOUS,False,False,PF00520,0.0005
Q96QT4,1865,reviewed,9606,True,PF02816,Alpha-kinase family,pfam,family,IPR004166,,,1621,1816,CONTINUOUS,False,False,PF02816,1e-41
Q96QT4,1865,reviewed,9606,True,PF16519,Tetramerisation domain of TRPM,pfam,domain,IPR032415,,,1194,1249,CONTINUOUS,True,True,PF16519,1.1e-20
Q96QT4,1865,reviewed,9606,True,PF18139,SLOG in TRPM,pfam,family,IPR041491,,,106,371,CONTINUOUS,False,False,PF18139,3.2e-114
Q14289,1009,reviewed,9606,True,PF00373,FERM central domain,pfam,domain,IPR019748,,,143,255,CONTINUOUS,False,False,PF00373,4e-12
Q14289,1009,reviewed,9606,True,PF03623,Focal adhesion targeting region,pfam,domain,IPR005189,,,870,1000,CONTINUOUS,True,True,PF03623,5.7e-54
Q14289,1009,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,427,679,CONTINUOUS,False,False,PF07714,7.4e-92
Q14289,1009,reviewed,9606,True,PF18038,FERM N-terminal domain,pfam,domain,IPR041390,,,39,137,CONTINUOUS,False,False,PF18038,2.9e-44
Q14289,1009,reviewed,9606,True,PF21477,"FAK1/PYK2, FERM domain C-lobe",pfam,domain,IPR049385,,,267,361,CONTINUOUS,False,False,PF21477,6.2e-33
Q9H3Y6,488,reviewed,9606,True,PF00017,SH2 domain,pfam,domain,IPR000980,,,120,197,CONTINUOUS,False,False,PF00017,8e-17
Q9H3Y6,488,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,232,480,CONTINUOUS,False,False,PF07714,6.7e-87
O94804,968,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,37,294,CONTINUOUS,False,False,PF00069,2e-61
O94804,968,reviewed,9606,True,PF12474,Polo kinase kinase,pfam,family,IPR022165,,,587,725,CONTINUOUS,False,False,PF12474,1.8e-32
Q8IVH8,894,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,16,273,CONTINUOUS,False,False,PF00069,3.6e-61
Q8IVH8,894,reviewed,9606,True,PF00780,CNH domain,pfam,repeat,IPR001180,,,572,860,CONTINUOUS,False,False,PF00780,1.6e-48
O95747,527,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,17,291,CONTINUOUS,False,False,PF00069,9.1e-61
O95747,527,reviewed,9606,True,PF12202,Oxidative-stress-responsive kinase 1 C-terminal domain,pfam,domain,IPR024678,,,434,491,CONTINUOUS,True,True,PF12202,4.6e-20
Q9NQU5,681,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,411,658,CONTINUOUS,False,False,PF00069,1.4e-64
Q9NQU5,681,reviewed,9606,True,PF00786,P21-Rho-binding domain,pfam,domain,IPR000095,,,11,63,CONTINUOUS,True,True,PF00786,2.6e-14
O96013,591,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,326,572,CONTINUOUS,False,False,PF00069,1.5e-64
O96013,591,reviewed,9606,True,PF00786,P21-Rho-binding domain,pfam,domain,IPR000095,,,10,63,CONTINUOUS,True,True,PF00786,1.1e-14
Q9P289,416,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,24,274,CONTINUOUS,False,False,PF00069,9.5e-69
Q9P289,416,reviewed,9606,True,PF20929,"Programmed cell death protein 10, dimerisation domain",pfam,domain,IPR048288,,,353,406,CONTINUOUS,True,True,PF20929,0.02
Q9UEW8,545,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,63,337,CONTINUOUS,False,False,PF00069,3.3e-60
Q9UEW8,545,reviewed,9606,True,PF12202,Oxidative-stress-responsive kinase 1 C-terminal domain,pfam,domain,IPR024678,,,452,509,CONTINUOUS,True,True,PF12202,9e-21
Q7RTN6,431,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,69,379,CONTINUOUS,False,False,PF00069,1.5e-32
Q9C0K7,418,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,58,369,CONTINUOUS,False,False,PF00069,1.6e-32
Q9H2K8,898,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,28,277,CONTINUOUS,False,False,PF00069,2.2e-61
Q7L7X3,1001,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,29,280,CONTINUOUS,False,False,PF00069,4.8e-62
O95819,1239,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,25,289,CONTINUOUS,True,True,PF00069,4e-59
O95819,1239,reviewed,9606,True,PF00780,CNH domain,pfam,repeat,IPR001180,,,935,1208,CONTINUOUS,False,False,PF00780,1.5e-57
Q9UKE5,1360,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,26,289,CONTINUOUS,False,False,PF00069,6.1e-62
Q9UKE5,1360,reviewed,9606,True,PF00780,CNH domain,pfam,repeat,IPR001180,,,1056,1329,CONTINUOUS,False,False,PF00780,1.3e-59
Q8N4C8,1332,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,25,289,CONTINUOUS,False,False,PF00069,3.1e-58
Q8N4C8,1332,reviewed,9606,True,PF00780,CNH domain,pfam,repeat,IPR001180,,,1028,1301,CONTINUOUS,False,False,PF00780,9.8e-59
Q7Z2Y5,1582,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,26,313,CONTINUOUS,False,False,PF00069,1.4e-51
Q7Z2Y5,1582,reviewed,9606,True,PF00780,CNH domain,pfam,repeat,IPR001180,,,1218,1547,CONTINUOUS,False,False,PF00780,2e-37
O95835,1130,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,706,854,CONTINUOUS,False,False,PF00069,5.6e-36
O95835,1130,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,1030,1080,CONTINUOUS,False,False,PF00433,1.1
O95835,1130,reviewed,9606,True,PF00627,UBA/TS-N domain,pfam,domain,IPR015940,,,101,138,CONTINUOUS,False,False,PF00627,1.6e-06
Q9NRM7,1088,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,669,818,CONTINUOUS,False,False,PF00069,6.4e-36
Q9NRM7,1088,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,993,1042,CONTINUOUS,False,False,PF00433,0.011
Q9BWU1,502,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,26,335,CONTINUOUS,False,False,PF00069,1.1e-56
Q8IY84,436,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,74,325,CONTINUOUS,False,False,PF00069,7.5e-68
Q6PHR2,472,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,17,270,CONTINUOUS,False,False,PF00069,2.2e-70
Q6PHR2,472,reviewed,9606,True,PF04212,MIT (microtubule interacting and transport) domain,pfam,domain,IPR007330,,,281,345,CONTINUOUS,False,False,PF04212,2.7e-15
Q8N165,341,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,8,324,CONTINUOUS,False,False,PF00069,4.4e-46
Q6IQ55,1244,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,22,241,CONTINUOUS,False,False,PF00069,7.8e-27
Q96KG9,808,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,35,222,CONTINUOUS,False,False,PF00069,3.2e-07
Q96GX5,879,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,37,195,CONTINUOUS,False,False,PF00069,1.2e-35
Q9BXM7,581,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,268,503,CONTINUOUS,False,False,PF00069,3.8e-17
